file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\httpRequest\HttpRequest.java,io.supertokens.httpRequest.HttpRequest,"sendJsonDELETERequest/7[io.supertokens.Main,java.lang.String,java.lang.String,io.supertokens.httpRequest.JsonElement,int,int,java.lang.Integer]",FALSE,267,4,1,0,1,1,1,3,1,0,7,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,12,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\httpRequest\HttpRequest.java,io.supertokens.httpRequest.HttpRequest,isJsonValid/1[java.lang.String],FALSE,46,2,3,3,0,4,3,18,3,1,1,3,0,0,0,1,2,0,0,0,2,0,2,0,0,0,17,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\httpRequest\HttpRequest.java,io.supertokens.httpRequest.HttpRequest,"sendGETRequestWithResponseHeaders/8[io.supertokens.Main,java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.String>,int,int,java.lang.Integer,java.util.Map<java.lang.String,java.lang.String>]",FALSE,130,5,3,0,3,12,26,59,2,11,8,26,2,1,2,6,2,2,7,3,14,3,3,0,0,1,52,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\httpRequest\HttpRequest.java,io.supertokens.httpRequest.HttpRequest,"sendJsonPUTRequest/7[io.supertokens.Main,java.lang.String,java.lang.String,io.supertokens.httpRequest.JsonElement,int,int,java.lang.Integer]",FALSE,261,4,1,0,1,1,1,3,1,0,7,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,11,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\httpRequest\HttpRequest.java,io.supertokens.httpRequest.HttpRequest,"sendGETRequest/7[io.supertokens.Main,java.lang.String,java.lang.String,java.util.Map<java.lang.String,java.lang.String>,int,int,java.lang.Integer]",FALSE,66,5,3,0,3,11,22,53,2,9,7,22,2,1,2,5,2,2,7,2,14,3,3,0,0,0,49,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\httpRequest\HttpRequest.java,io.supertokens.httpRequest.HttpRequest,"sendJsonPOSTRequest/7[io.supertokens.Main,java.lang.String,java.lang.String,io.supertokens.httpRequest.JsonElement,int,int,java.lang.Integer]",FALSE,255,4,3,2,1,1,1,3,1,0,7,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,12,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\httpRequest\HttpRequest.java,io.supertokens.httpRequest.HttpRequest,"sendJsonRequest/8[io.supertokens.Main,java.lang.String,java.lang.String,io.supertokens.httpRequest.JsonElement,int,int,java.lang.Integer,java.lang.String]",FALSE,197,7,6,3,3,9,21,51,2,9,8,21,2,1,1,5,3,2,4,1,12,1,3,0,0,0,52,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\httpRequest\HttpRequest.java,io.supertokens.httpRequest.HttpRequest,"getURL/3[io.supertokens.Main,java.lang.String,java.lang.String]",FALSE,35,2,5,3,2,3,2,10,1,2,3,2,0,0,0,1,0,0,0,0,3,0,2,0,0,0,12,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\HttpRequestTest.java,io.supertokens.test.HttpRequestTest,afterTesting/0,FALSE,47,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\HttpRequestTest.java,io.supertokens.test.HttpRequestTest,getRequestTest/0,FALSE,662,4,4,0,4,1,10,55,0,5,0,10,0,0,0,0,0,0,11,4,5,0,1,2,0,0,38,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\HttpRequestTest.java,io.supertokens.test.HttpRequestTest,errorRequestTest/0,FALSE,201,4,4,0,4,9,14,57,0,2,0,14,0,0,0,4,4,4,14,12,2,0,1,1,0,0,39,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\HttpRequestTest.java,io.supertokens.test.HttpRequestTest,withAndWithoutBodyTest/0,FALSE,286,6,4,0,4,1,15,143,0,10,0,15,0,0,0,0,0,0,30,12,10,1,1,2,0,0,52,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\HttpRequestTest.java,io.supertokens.test.HttpRequestTest,nonJsonResponseTest/0,FALSE,132,4,4,0,4,1,12,37,0,3,0,12,0,0,0,0,0,0,14,8,6,0,0,1,0,0,41,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\HttpRequestTest.java,io.supertokens.test.HttpRequestTest,beforeEach/0,FALSE,52,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\HttpRequestTest.java,io.supertokens.test.HttpRequestTest,jsonResponseTest/0,FALSE,57,5,4,0,4,1,14,41,0,3,0,14,0,0,0,0,0,0,18,8,6,0,0,1,0,0,41,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\HttpRequestTest.java,io.supertokens.test.HttpRequestTest,withAndWithoutVersionTest/0,FALSE,485,4,4,0,4,1,12,120,0,10,0,12,0,0,0,0,0,0,27,20,10,0,1,2,0,0,41,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\dashboard\apis\DeleteDashboardUserAPITests.java,io.supertokens.test.dashboard.apis.DeleteDashboardUserAPITests,testSuccessfullyDeletingAUserWithUserId/0,FALSE,119,7,4,0,4,2,20,28,1,7,0,20,0,0,0,1,0,0,17,7,7,0,1,0,0,0,25,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\dashboard\apis\DeleteDashboardUserAPITests.java,io.supertokens.test.dashboard.apis.DeleteDashboardUserAPITests,afterTesting/0,FALSE,49,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\dashboard\apis\DeleteDashboardUserAPITests.java,io.supertokens.test.dashboard.apis.DeleteDashboardUserAPITests,testSuccessfullyDeletingAUserWithEmail/0,FALSE,165,7,4,0,4,2,21,28,1,7,0,21,0,0,0,1,0,0,17,7,7,0,1,0,0,0,25,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\dashboard\apis\DeleteDashboardUserAPITests.java,io.supertokens.test.dashboard.apis.DeleteDashboardUserAPITests,beforeEach/0,FALSE,54,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\dashboard\apis\DeleteDashboardUserAPITests.java,io.supertokens.test.dashboard.apis.DeleteDashboardUserAPITests,BadInputTests/0,FALSE,59,4,2,0,2,8,13,39,1,4,0,13,0,0,0,4,3,0,23,9,4,3,2,0,0,0,30,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\emailverification\User.java,io.supertokens.emailverification.User,"User/2[java.lang.String,java.lang.String]",TRUE,27,1,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\RequestConnectionUriDomainTest.java,io.supertokens.test.multitenant.RequestConnectionUriDomainTest,basicTestingWithDifferentAPIKeyAndTenantId/0,FALSE,228,15,8,0,8,7,23,74,2,8,0,23,0,0,0,3,2,0,44,20,8,0,2,1,0,0,54,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\RequestConnectionUriDomainTest.java,io.supertokens.test.multitenant.RequestConnectionUriDomainTest,afterTesting/0,FALSE,61,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\RequestConnectionUriDomainTest.java,io.supertokens.test.multitenant.RequestConnectionUriDomainTest,basicTesting/0,FALSE,71,6,6,0,6,1,12,32,0,4,0,12,0,0,0,0,0,0,10,4,4,0,1,1,0,0,29,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\RequestConnectionUriDomainTest.java,io.supertokens.test.multitenant.RequestConnectionUriDomainTest,beforeEach/0,FALSE,66,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\RequestConnectionUriDomainTest.java,io.supertokens.test.multitenant.RequestConnectionUriDomainTest,basicTestingWithDifferentAPIKey/0,FALSE,120,15,8,0,8,7,23,64,2,6,0,23,0,0,0,3,2,0,30,14,6,0,2,1,0,0,51,1,0,FALSE
C:\User\siva\Projects\supertokens-core\ee\src\test\java\io\supertokens\ee\test\TestingProcessManager.java,io.supertokens.ee.test.TestingProcessManager$TestingProcess,startProcess/0,FALSE,90,0,18,18,0,1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,1,0,FALSE
C:\User\siva\Projects\supertokens-core\ee\src\test\java\io\supertokens\ee\test\TestingProcessManager.java,io.supertokens.ee.test.TestingProcessManager$TestingProcess,getArgs/0,FALSE,101,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,FALSE
C:\User\siva\Projects\supertokens-core\ee\src\test\java\io\supertokens\ee\test\TestingProcessManager.java,io.supertokens.ee.test.TestingProcessManager$TestingProcess,kill/0,FALSE,105,1,56,55,1,2,1,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,1,0,FALSE
C:\User\siva\Projects\supertokens-core\ee\src\test\java\io\supertokens\ee\test\TestingProcessManager.java,io.supertokens.ee.test.TestingProcessManager$TestingProcess,getProcess/0,FALSE,97,1,30,30,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,FALSE
C:\User\siva\Projects\supertokens-core\ee\src\test\java\io\supertokens\ee\test\TestingProcessManager.java,io.supertokens.ee.test.TestingProcessManager$TestingProcess,TestingProcess/1[java.lang.String[]],TRUE,86,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,FALSE
C:\User\siva\Projects\supertokens-core\ee\src\test\java\io\supertokens\ee\test\TestingProcessManager.java,io.supertokens.ee.test.TestingProcessManager$TestingProcess,"checkOrWaitForEvent/2[io.supertokens.ProcessState.PROCESS_STATE,long]",FALSE,117,3,24,22,2,4,4,11,1,2,2,4,0,0,1,2,0,1,0,1,3,1,2,0,0,0,26,0,0,FALSE
C:\User\siva\Projects\supertokens-core\ee\src\test\java\io\supertokens\ee\test\TestingProcessManager.java,io.supertokens.ee.test.TestingProcessManager$TestingProcess,checkOrWaitForEvent/1[io.supertokens.ProcessState.PROCESS_STATE],FALSE,113,3,55,54,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,18,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\dashboard\apis\UpdateUserAPITest.java,io.supertokens.test.dashboard.apis.UpdateUserAPITest,testSuccessfullyUpdatingUserDataWithUserId/0,FALSE,169,9,3,0,3,2,20,45,1,14,0,20,0,0,0,1,0,1,31,10,14,0,1,0,0,0,38,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\dashboard\apis\UpdateUserAPITest.java,io.supertokens.test.dashboard.apis.UpdateUserAPITest,afterTesting/0,FALSE,49,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\dashboard\apis\UpdateUserAPITest.java,io.supertokens.test.dashboard.apis.UpdateUserAPITest,beforeEach/0,FALSE,54,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\dashboard\apis\UpdateUserAPITest.java,io.supertokens.test.dashboard.apis.UpdateUserAPITest,BadInputTests/0,FALSE,59,5,2,0,2,14,13,74,1,7,0,13,0,0,0,7,6,0,44,21,7,6,2,0,0,0,38,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\PathRouter.java,io.supertokens.webserver.PathRouter,versionNeeded/1[io.supertokens.webserver.HttpServletRequest],FALSE,54,2,1,0,1,1,2,3,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\PathRouter.java,io.supertokens.webserver.PathRouter,checkAPIKey/1[io.supertokens.webserver.HttpServletRequest],FALSE,59,2,1,0,1,1,2,3,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\PathRouter.java,io.supertokens.webserver.PathRouter,getAPIThatMatchesPath/1[io.supertokens.webserver.HttpServletRequest],FALSE,63,2,4,3,1,13,12,40,4,5,1,12,0,0,3,0,0,0,21,2,9,9,3,0,0,0,24,2,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\PathRouter.java,io.supertokens.webserver.PathRouter,getPath/0,FALSE,49,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\PathRouter.java,io.supertokens.webserver.PathRouter,PathRouter/1[io.supertokens.Main],TRUE,32,1,1,1,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\PathRouter.java,io.supertokens.webserver.PathRouter,addAPI/1[io.supertokens.webserver.WebserverAPI],FALSE,37,1,2,1,1,5,3,10,0,0,1,3,0,0,2,1,0,0,1,1,0,0,3,0,0,0,19,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\PathRouter.java,io.supertokens.webserver.PathRouter,"service/2[io.supertokens.webserver.HttpServletRequest,io.supertokens.webserver.HttpServletResponse]",FALSE,113,3,1,0,1,1,2,3,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\generator\GenerateEmailPasswordConfig.java,io.supertokens.test.multitenant.generator.GenerateEmailPasswordConfig,generate_enabled/0,FALSE,22,2,2,0,2,1,1,4,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,testDefaultBooleanBehavioursWithTenantCreatedIn3_0/0,FALSE,81,5,6,0,6,2,10,25,1,0,0,10,5,1,0,1,0,0,30,0,0,0,1,0,0,0,28,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"createApp_3_0/7[io.supertokens.test.multitenant.api.Main,io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,java.lang.Boolean,java.lang.Boolean,java.lang.Boolean,io.supertokens.test.multitenant.api.JsonObject]",FALSE,351,4,4,2,2,4,8,17,1,2,7,8,0,0,0,3,0,0,10,2,2,0,1,0,0,0,26,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"deleteTenant/3[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,io.supertokens.test.multitenant.api.Main]",FALSE,532,4,3,1,2,1,7,7,1,2,3,7,0,0,0,0,0,0,6,2,2,0,0,0,0,0,17,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"deleteApp/3[io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,io.supertokens.test.multitenant.api.Main]",FALSE,518,4,3,1,2,1,7,7,1,2,3,7,0,0,0,0,0,0,6,2,2,0,0,0,0,0,18,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"getTenant_3_0/2[io.supertokens.test.multitenant.api.TenantIdentifier,io.supertokens.test.multitenant.api.Main]",FALSE,471,4,2,0,2,1,6,5,1,1,2,6,0,0,0,0,0,0,5,2,1,0,0,0,0,0,16,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"checkPasswordlessSignIn/2[io.supertokens.test.multitenant.api.TenantIdentifier,io.supertokens.test.multitenant.api.SemVer]",FALSE,321,4,8,6,2,3,2,12,2,0,2,2,0,0,0,1,1,1,2,1,0,1,2,0,0,0,19,2,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,testFirstFactorsAffectsBooleansInCDI3_0/0,FALSE,282,5,5,0,5,2,9,17,1,0,0,9,4,1,0,1,0,0,15,0,0,0,1,0,0,0,29,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"checkThirdPartySignInUp/2[io.supertokens.test.multitenant.api.TenantIdentifier,io.supertokens.test.multitenant.api.SemVer]",FALSE,334,4,8,6,2,3,2,13,2,0,2,2,0,0,0,1,1,1,4,1,0,2,2,0,0,0,21,2,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"getTenant_5_0/2[io.supertokens.test.multitenant.api.TenantIdentifier,io.supertokens.test.multitenant.api.Main]",FALSE,483,4,2,0,2,1,6,5,1,1,2,6,0,0,0,0,0,0,5,2,1,0,0,0,0,0,16,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"getTenant_5_1/2[io.supertokens.test.multitenant.api.TenantIdentifier,io.supertokens.test.multitenant.api.Main]",FALSE,495,4,2,0,2,1,6,5,1,1,2,6,0,0,0,0,0,0,5,2,1,0,0,0,0,0,17,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"createApp_5_1/8[io.supertokens.test.multitenant.api.Main,io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,boolean,java.lang.String[],boolean,java.lang.String[],io.supertokens.test.multitenant.api.JsonObject]",FALSE,437,5,3,1,2,5,9,14,1,2,8,9,0,0,0,2,0,0,9,2,2,0,1,0,0,0,29,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,beforeEach/0,FALSE,68,5,5,0,5,1,8,8,0,1,0,8,0,0,0,0,0,0,1,0,2,0,0,0,0,0,9,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"createTenant_3_0/7[io.supertokens.test.multitenant.api.Main,io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,java.lang.Boolean,java.lang.Boolean,java.lang.Boolean,io.supertokens.test.multitenant.api.JsonObject]",FALSE,548,4,3,1,2,4,8,17,1,2,7,8,0,0,0,3,0,0,10,2,2,0,1,0,0,0,26,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,testDisableRecipeWithTenantCreatedIn5_0/0,FALSE,232,5,5,0,5,2,9,35,1,0,0,9,4,1,0,1,0,0,30,0,0,0,1,0,0,0,27,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"createOrUpdateApp_5_0/4[io.supertokens.test.multitenant.api.Main,io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,io.supertokens.test.multitenant.api.JsonObject]",FALSE,422,4,2,0,2,1,7,6,1,1,4,7,0,0,0,0,0,0,6,2,1,0,0,0,0,0,19,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,afterTesting/0,FALSE,55,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,afterEach/0,FALSE,60,2,2,0,2,1,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"checkEmailPasswordSignIn/2[io.supertokens.test.multitenant.api.TenantIdentifier,io.supertokens.test.multitenant.api.SemVer]",FALSE,308,4,8,6,2,3,2,12,2,0,2,2,0,0,0,1,1,1,3,1,0,1,2,0,0,0,20,2,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"createOrUpdateTenant_3_0/4[io.supertokens.test.multitenant.api.Main,io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,io.supertokens.test.multitenant.api.JsonObject]",FALSE,574,4,3,1,2,1,7,6,1,1,4,7,0,0,0,0,0,0,6,2,1,0,0,0,0,0,19,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"createTenant_5_1/8[io.supertokens.test.multitenant.api.Main,io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,boolean,java.lang.String[],boolean,java.lang.String[],io.supertokens.test.multitenant.api.JsonObject]",FALSE,638,5,3,1,2,5,9,14,1,2,8,9,0,0,0,2,0,0,9,2,2,0,1,0,0,0,29,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"createOrUpdateTenant_5_0/4[io.supertokens.test.multitenant.api.Main,io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,io.supertokens.test.multitenant.api.JsonObject]",FALSE,623,4,2,0,2,1,7,6,1,1,4,7,0,0,0,0,0,0,6,2,1,0,0,0,0,0,19,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"createOrUpdateApp_3_0/4[io.supertokens.test.multitenant.api.Main,io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,io.supertokens.test.multitenant.api.JsonObject]",FALSE,375,4,3,1,2,1,7,6,1,1,4,7,0,0,0,0,0,0,6,2,1,0,0,0,0,0,19,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"createTenant_5_0/11[io.supertokens.test.multitenant.api.Main,io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,java.lang.Boolean,java.lang.Boolean,java.lang.Boolean,boolean,java.lang.String[],boolean,java.lang.String[],io.supertokens.test.multitenant.api.JsonObject]",FALSE,591,5,3,1,2,8,9,23,1,2,11,9,0,0,0,5,0,0,12,2,2,0,1,0,0,0,34,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\multitenant\api\TestTenantCreationAndRecipeEnabledChecksAcrossVersions.java,io.supertokens.test.multitenant.api.TestTenantCreationAndRecipeEnabledChecksAcrossVersions,"createOrUpdateApp_5_1/4[io.supertokens.test.multitenant.api.Main,io.supertokens.test.multitenant.api.TenantIdentifier,java.lang.String,io.supertokens.test.multitenant.api.JsonObject]",FALSE,458,4,2,0,2,1,7,6,1,1,4,7,0,0,0,0,0,0,6,2,1,0,0,0,0,0,20,10,0,FALSE
