file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\multitenancy\RemoveAppAPI.java,io.supertokens.webserver.api.multitenancy.RemoveAppAPI,"doPost/2[io.supertokens.webserver.api.multitenancy.HttpServletRequest,io.supertokens.webserver.api.multitenancy.HttpServletResponse]",FALSE,51,11,6,0,6,5,12,22,0,5,2,12,0,0,0,0,1,0,6,1,6,0,2,0,0,0,47,4,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\multitenancy\RemoveAppAPI.java,io.supertokens.webserver.api.multitenancy.RemoveAppAPI,getPath/0,FALSE,46,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\multitenancy\RemoveAppAPI.java,io.supertokens.webserver.api.multitenancy.RemoveAppAPI,RemoveAppAPI/1[io.supertokens.Main],TRUE,41,1,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\session\refreshToken\RefreshToken.java,io.supertokens.session.refreshToken.RefreshToken,"getInfoFromRefreshToken/3[io.supertokens.session.refreshToken.AppIdentifier,io.supertokens.Main,java.lang.String]",FALSE,58,13,9,2,7,6,9,20,1,6,3,9,1,1,0,3,1,0,3,3,6,1,2,0,0,0,38,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\session\refreshToken\RefreshToken.java,io.supertokens.session.refreshToken.RefreshToken,getTypeFromToken/1[java.lang.String],FALSE,123,2,4,1,3,3,2,14,1,3,1,2,0,0,0,1,1,0,2,1,3,1,2,0,0,0,22,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\session\refreshToken\RefreshToken.java,io.supertokens.session.refreshToken.RefreshToken,"createNewRefreshToken/5[io.supertokens.Main,java.lang.String,java.lang.String,java.lang.String,java.lang.String]",FALSE,93,7,1,0,1,2,1,8,1,0,5,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,21,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\session\refreshToken\RefreshToken.java,io.supertokens.session.refreshToken.RefreshToken,"createNewRefreshToken/6[io.supertokens.session.refreshToken.TenantIdentifier,io.supertokens.Main,java.lang.String,java.lang.String,java.lang.String,java.lang.String]",FALSE,109,11,10,3,7,1,13,10,1,7,6,13,0,0,0,0,0,0,2,0,7,2,0,0,0,0,24,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\session\refreshToken\RefreshToken.java,io.supertokens.session.refreshToken.RefreshToken,"getInfoFromRefreshToken/2[io.supertokens.Main,java.lang.String]",FALSE,47,6,1,0,1,2,1,8,1,0,2,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,20,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\TelemetryTest.java,io.supertokens.test.TelemetryTest$Anonymous11$Anonymous12,openConnection/1[java.net.URL],FALSE,353,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\inmemorydb\QueryExecutorTemplate.java,io.supertokens.inmemorydb.QueryExecutorTemplate,"execute/4[io.supertokens.inmemorydb.Start,java.lang.String,io.supertokens.inmemorydb.PreparedStatementValueSetter,io.supertokens.inmemorydb.ResultSetValueExtractor<T>]",FALSE,29,6,2,0,2,1,2,5,1,1,4,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,10,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\inmemorydb\QueryExecutorTemplate.java,io.supertokens.inmemorydb.QueryExecutorTemplate,"execute/4[java.sql.Connection,java.lang.String,io.supertokens.inmemorydb.PreparedStatementValueSetter,io.supertokens.inmemorydb.ResultSetValueExtractor<T>]",FALSE,36,3,3,1,2,2,4,9,1,2,4,4,0,0,0,1,2,0,0,0,3,0,2,0,0,0,20,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\inmemorydb\QueryExecutorTemplate.java,io.supertokens.inmemorydb.QueryExecutorTemplate,"update/3[io.supertokens.inmemorydb.Start,java.lang.String,io.supertokens.inmemorydb.PreparedStatementValueSetter]",FALSE,48,4,38,36,2,1,2,5,1,1,3,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,9,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\inmemorydb\QueryExecutorTemplate.java,io.supertokens.inmemorydb.QueryExecutorTemplate,"update/3[java.sql.Connection,java.lang.String,io.supertokens.inmemorydb.PreparedStatementValueSetter]",FALSE,55,1,59,58,1,1,3,6,1,1,3,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,14,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,"getRecipeRouter/3[io.supertokens.test.TestingProcessManager.TestingProcess,java.lang.String,java.lang.String]",FALSE,1068,3,2,1,1,1,1,41,1,2,3,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,36,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,serverThreadPoolSizeTwo/0,FALSE,742,6,6,0,6,1,11,32,0,6,0,11,0,0,0,0,0,0,4,0,6,0,0,1,0,0,41,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,testValidGetInput/0,FALSE,413,4,4,0,4,1,10,22,0,4,0,10,0,0,0,0,0,0,7,2,4,0,0,1,0,0,35,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,serverHello/0,FALSE,445,2,1,0,1,1,1,3,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,6,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,testRecipeRouterWhereSubRoutesHaveDifferentPaths/0,FALSE,178,5,4,0,4,2,9,28,0,4,0,9,0,0,0,0,1,0,5,0,4,0,1,2,0,0,43,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,samePortTwoServersError/0,FALSE,591,5,3,0,3,2,7,12,0,4,0,7,0,0,0,1,0,0,7,0,4,1,0,0,0,0,62,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,testVersionSupport/0,FALSE,215,6,4,0,4,3,13,34,0,6,0,13,0,0,1,0,1,0,12,5,7,1,1,1,0,0,46,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,"hello/2[java.lang.String,java.lang.String]",FALSE,495,2,7,3,4,1,10,42,0,6,2,10,0,0,0,0,2,0,45,18,13,9,2,0,0,0,16,2,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,serverHelloWithoutDB/0,FALSE,450,3,4,0,4,9,11,39,0,4,0,11,0,0,0,4,5,4,20,12,4,4,2,0,0,0,20,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,testInvalidJSONBadInput/0,FALSE,290,4,4,0,4,2,11,26,0,2,0,11,0,0,0,0,1,0,5,3,2,0,1,1,0,0,43,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,serverThreadPoolSizeOne/0,FALSE,695,6,6,0,6,1,11,33,0,6,0,11,0,0,0,0,0,0,4,0,6,0,0,1,0,0,41,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,invalidBasePathTest/0,FALSE,828,6,5,0,5,3,16,33,0,5,0,16,0,0,1,1,0,0,31,0,7,0,1,0,0,0,30,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,validBasePath/0,FALSE,866,4,6,0,6,2,12,74,0,18,0,12,0,0,0,0,1,1,39,14,18,0,2,0,0,0,22,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,differentPorts/0,FALSE,684,3,2,0,2,2,3,10,0,0,0,3,1,1,0,0,1,0,6,0,0,0,1,0,0,0,9,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,beforeEach/0,FALSE,76,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,serverQuitProgramException/0,FALSE,559,4,4,0,4,3,11,23,0,2,0,11,0,0,0,1,1,0,5,3,2,0,1,1,0,0,36,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,afterTesting/0,FALSE,71,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,testNoVersionGiven/0,FALSE,263,6,5,0,5,1,9,17,0,3,0,9,0,0,0,0,0,0,5,2,3,0,0,1,0,0,35,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,testValidJsonInput/0,FALSE,327,5,4,0,4,1,9,20,0,3,0,9,0,0,0,0,0,0,5,2,3,0,0,1,0,0,37,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,differentHostNameTest/0,FALSE,615,7,6,0,6,9,14,56,0,4,0,14,1,1,0,1,4,0,41,0,4,2,2,0,0,0,68,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,notFoundTest/0,FALSE,788,4,4,0,4,5,12,29,0,2,0,12,0,0,0,2,2,0,8,6,2,0,1,1,0,0,36,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,testInitializeTwoRoutesAndCheckRouting/0,FALSE,83,6,9,0,9,1,14,40,0,7,0,14,1,1,0,0,0,0,43,24,16,0,1,0,0,0,27,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,testInvalidGetInput/0,FALSE,360,4,4,0,4,3,12,36,0,3,0,12,0,0,0,0,2,0,10,6,3,0,1,1,0,0,45,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\WebserverTest.java,io.supertokens.test.WebserverTest,validBasePathWithEmptyHelloPath/0,FALSE,967,4,6,0,6,2,12,74,0,18,0,12,0,0,0,0,1,1,39,14,18,0,2,0,0,0,25,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\core\GetUserByIdAPI.java,io.supertokens.webserver.api.core.GetUserByIdAPI,GetUserByIdAPI/1[io.supertokens.Main],TRUE,41,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\core\GetUserByIdAPI.java,io.supertokens.webserver.api.core.GetUserByIdAPI,getPath/0,FALSE,46,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\core\GetUserByIdAPI.java,io.supertokens.webserver.api.core.GetUserByIdAPI,"doGet/2[io.supertokens.webserver.api.core.HttpServletRequest,io.supertokens.webserver.api.core.HttpServletResponse]",FALSE,51,11,5,0,5,6,9,34,0,7,2,9,0,0,0,3,2,0,6,2,9,0,3,0,0,0,34,4,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\ProcessConsumer.java,io.supertokens.test.ProcessConsumer,accept/1[io.supertokens.test.TestingProcessManager.TestingProcess],FALSE,21,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\emailpassword\api\ImportUserWithPasswordHashAPITest.java,io.supertokens.test.emailpassword.api.ImportUserWithPasswordHashAPITest,afterTesting/0,FALSE,46,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\emailpassword\api\ImportUserWithPasswordHashAPITest.java,io.supertokens.test.emailpassword.api.ImportUserWithPasswordHashAPITest,badInputTest/0,FALSE,56,5,2,0,2,24,14,116,1,12,0,14,0,0,0,12,11,0,94,33,12,0,1,0,0,0,62,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\emailpassword\api\ImportUserWithPasswordHashAPITest.java,io.supertokens.test.emailpassword.api.ImportUserWithPasswordHashAPITest,testGoodInput/0,FALSE,466,5,2,0,2,2,16,25,1,9,0,16,0,0,0,1,0,0,21,4,9,0,1,0,0,0,29,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\emailpassword\api\ImportUserWithPasswordHashAPITest.java,io.supertokens.test.emailpassword.api.ImportUserWithPasswordHashAPITest,testUpdatingAUsersPasswordHash/0,FALSE,507,7,4,0,4,2,19,24,1,10,0,19,0,0,0,1,0,0,15,3,10,0,1,0,0,0,31,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\emailpassword\api\ImportUserWithPasswordHashAPITest.java,io.supertokens.test.emailpassword.api.ImportUserWithPasswordHashAPITest,testSigningInAUserWhenStoredPasswordHashIsIncorrect/0,FALSE,308,7,2,0,2,2,16,27,1,14,0,16,0,0,0,1,0,0,22,4,14,1,1,0,0,0,68,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\emailpassword\api\ImportUserWithPasswordHashAPITest.java,io.supertokens.test.emailpassword.api.ImportUserWithPasswordHashAPITest,testSigningInWithFireBasePasswordWithInvalidSignerKey/0,FALSE,224,6,3,0,3,2,15,25,1,12,0,15,0,0,0,1,0,0,22,4,12,2,1,0,0,0,51,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\emailpassword\api\ImportUserWithPasswordHashAPITest.java,io.supertokens.test.emailpassword.api.ImportUserWithPasswordHashAPITest,testImportingAUserFromFireBaseWithFirebaseSCryptPasswordHash/0,FALSE,399,5,2,0,2,2,17,41,1,16,0,17,0,0,0,1,0,0,42,8,16,2,1,0,0,0,78,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\emailpassword\api\ImportUserWithPasswordHashAPITest.java,io.supertokens.test.emailpassword.api.ImportUserWithPasswordHashAPITest,testSigningInAUserWithFirebasePasswordHashWithoutSettingTheSignerKey/0,FALSE,352,7,2,0,2,4,15,31,1,13,0,15,0,0,0,2,1,0,21,5,13,2,1,0,0,0,68,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\emailpassword\api\ImportUserWithPasswordHashAPITest.java,io.supertokens.test.emailpassword.api.ImportUserWithPasswordHashAPITest,testImportingUsersWithHashingAlgorithmFieldWithMixedLowerAndUpperCase/0,FALSE,551,7,3,0,3,2,16,42,1,16,0,16,0,0,0,1,0,0,27,8,16,0,1,0,0,0,43,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\emailpassword\api\ImportUserWithPasswordHashAPITest.java,io.supertokens.test.emailpassword.api.ImportUserWithPasswordHashAPITest,testImportingUsersWithHashingAlgorithmField/0,FALSE,612,7,3,0,3,2,16,42,1,16,0,16,0,0,0,1,0,0,27,8,16,0,1,0,0,0,38,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\emailpassword\api\ImportUserWithPasswordHashAPITest.java,io.supertokens.test.emailpassword.api.ImportUserWithPasswordHashAPITest,beforeEach/0,FALSE,51,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\emailpassword\api\ImportUserWithPasswordHashAPITest.java,io.supertokens.test.emailpassword.api.ImportUserWithPasswordHashAPITest,testImportingAUsesrFromFirebaseWithoutSettingTheSignerKey/0,FALSE,266,5,2,0,2,4,13,28,1,10,0,13,0,0,0,2,1,0,21,5,10,2,1,0,0,0,61,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\passwordless\CreateCodeAPI.java,io.supertokens.webserver.api.passwordless.CreateCodeAPI,getPath/0,FALSE,54,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\passwordless\CreateCodeAPI.java,io.supertokens.webserver.api.passwordless.CreateCodeAPI,CreateCodeAPI/1[io.supertokens.Main],TRUE,49,1,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\passwordless\CreateCodeAPI.java,io.supertokens.webserver.api.passwordless.CreateCodeAPI,"doPost/2[io.supertokens.webserver.api.passwordless.HttpServletRequest,io.supertokens.webserver.api.passwordless.HttpServletResponse]",FALSE,59,13,11,0,11,9,18,45,0,11,2,18,0,0,0,3,1,0,21,5,11,1,1,0,0,0,64,4,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\passwordless\api\PasswordlessUserGetAPITest2_11.java,io.supertokens.test.passwordless.api.PasswordlessUserGetAPITest2_11,testGoodInput/0,FALSE,157,8,6,0,6,2,16,38,1,13,0,16,1,1,0,1,0,0,23,6,13,0,1,0,0,0,29,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\passwordless\api\PasswordlessUserGetAPITest2_11.java,io.supertokens.test.passwordless.api.PasswordlessUserGetAPITest2_11,testBadInput/0,FALSE,61,6,5,0,5,5,13,72,1,15,0,13,0,0,0,1,3,2,43,15,18,1,2,0,0,0,30,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\passwordless\api\PasswordlessUserGetAPITest2_11.java,io.supertokens.test.passwordless.api.PasswordlessUserGetAPITest2_11,afterTesting/0,FALSE,51,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\passwordless\api\PasswordlessUserGetAPITest2_11.java,io.supertokens.test.passwordless.api.PasswordlessUserGetAPITest2_11,beforeEach/0,FALSE,56,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\passwordless\api\PasswordlessUserGetAPITest2_11.java,io.supertokens.test.passwordless.api.PasswordlessUserGetAPITest2_11,"checkUser/4[io.supertokens.test.passwordless.api.JsonObject,java.lang.String,java.lang.String,java.lang.String]",FALSE,219,1,1,1,0,4,9,20,0,1,4,9,0,0,0,2,0,5,9,2,1,1,1,0,0,0,11,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\test\java\io\supertokens\test\passwordless\api\PasswordlessUserGetAPITest2_11.java,io.supertokens.test.passwordless.api.PasswordlessUserGetAPITest2_11,testGetUserForUsersOfOtherRecipeIds/0,FALSE,242,6,5,0,5,2,15,24,1,8,0,15,0,0,0,1,0,0,18,4,8,0,1,0,0,0,25,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\passwordless\Passwordless.java,io.supertokens.passwordless.Passwordless$ConsumeCodeResponse,"ConsumeCodeResponse/5[boolean,io.supertokens.passwordless.AuthRecipeUserInfo,java.lang.String,java.lang.String,io.supertokens.passwordless.PasswordlessDevice]",TRUE,908,3,1,1,0,1,0,7,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,1,0,FALSE
C:\User\siva\Projects\supertokens-core\cli\src\main\java\io\supertokens\cli\httpRequest\HTTPRequest.java,io.supertokens.cli.httpRequest.HTTPRequest,"sendGETRequest/3[java.lang.String,java.util.Map<java.lang.String,java.lang.String>,java.lang.Integer]",FALSE,54,4,3,1,2,11,19,51,2,9,3,19,1,1,2,5,2,2,7,2,14,3,3,0,0,0,44,9,0,FALSE
C:\User\siva\Projects\supertokens-core\cli\src\main\java\io\supertokens\cli\httpRequest\HTTPRequest.java,io.supertokens.cli.httpRequest.HTTPRequest,isJsonValid/1[java.lang.String],FALSE,35,2,1,1,0,4,3,18,3,1,1,3,0,0,0,1,2,0,0,0,2,0,2,0,0,0,17,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\cronjobs\deleteExpiredDashboardSessions\DeleteExpiredDashboardSessions.java,io.supertokens.cronjobs.deleteExpiredDashboardSessions.DeleteExpiredDashboardSessions,"init/2[io.supertokens.Main,java.util.List<java.util.List<io.supertokens.cronjobs.deleteExpiredDashboardSessions.TenantIdentifier>>]",FALSE,41,4,4,1,3,1,2,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\cronjobs\deleteExpiredDashboardSessions\DeleteExpiredDashboardSessions.java,io.supertokens.cronjobs.deleteExpiredDashboardSessions.DeleteExpiredDashboardSessions,doTaskPerStorage/1[io.supertokens.cronjobs.deleteExpiredDashboardSessions.Storage],FALSE,58,2,0,0,0,2,2,6,1,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10,4,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\cronjobs\deleteExpiredDashboardSessions\DeleteExpiredDashboardSessions.java,io.supertokens.cronjobs.deleteExpiredDashboardSessions.DeleteExpiredDashboardSessions,getInstance/1[io.supertokens.Main],FALSE,48,5,2,0,2,2,2,8,1,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18,9,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\cronjobs\deleteExpiredDashboardSessions\DeleteExpiredDashboardSessions.java,io.supertokens.cronjobs.deleteExpiredDashboardSessions.DeleteExpiredDashboardSessions,getIntervalTimeSeconds/0,FALSE,66,1,3,1,2,3,2,9,2,1,0,2,0,0,0,1,0,1,0,2,1,1,2,0,0,0,17,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\cronjobs\deleteExpiredDashboardSessions\DeleteExpiredDashboardSessions.java,io.supertokens.cronjobs.deleteExpiredDashboardSessions.DeleteExpiredDashboardSessions,getInitialWaitTimeSeconds/0,FALSE,77,1,1,0,1,2,1,8,2,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,6,1,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\cronjobs\deleteExpiredDashboardSessions\DeleteExpiredDashboardSessions.java,io.supertokens.cronjobs.deleteExpiredDashboardSessions.DeleteExpiredDashboardSessions,"DeleteExpiredDashboardSessions/2[io.supertokens.Main,java.util.List<java.util.List<io.supertokens.cronjobs.deleteExpiredDashboardSessions.TenantIdentifier>>]",TRUE,36,2,1,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\multitenancy\BaseCreateOrUpdate.java,io.supertokens.webserver.api.multitenancy.BaseCreateOrUpdate,"createBaseConfigForVersion/3[io.supertokens.utils.SemVer,io.supertokens.webserver.api.multitenancy.TenantIdentifier,boolean]",FALSE,132,8,3,2,1,6,3,28,6,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\multitenancy\BaseCreateOrUpdate.java,io.supertokens.webserver.api.multitenancy.BaseCreateOrUpdate,"applyTenantUpdates_3_0/2[io.supertokens.webserver.api.multitenancy.TenantConfig,io.supertokens.webserver.api.multitenancy.JsonObject]",FALSE,238,6,2,1,1,25,8,44,1,4,2,8,0,0,0,12,0,1,21,1,9,0,2,0,0,0,25,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\multitenancy\BaseCreateOrUpdate.java,io.supertokens.webserver.api.multitenancy.BaseCreateOrUpdate,"mergeConfig/2[io.supertokens.webserver.api.multitenancy.JsonObject,io.supertokens.webserver.api.multitenancy.JsonObject]",FALSE,1069,2,1,1,0,5,7,14,1,1,2,7,0,0,2,0,0,0,0,0,1,0,2,0,0,0,7,2,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\multitenancy\BaseCreateOrUpdate.java,io.supertokens.webserver.api.multitenancy.BaseCreateOrUpdate,"applyTenantUpdates/4[io.supertokens.webserver.api.multitenancy.TenantConfig,io.supertokens.utils.SemVer,boolean,io.supertokens.webserver.api.multitenancy.JsonObject]",FALSE,218,4,6,2,4,3,4,14,1,0,4,4,3,1,0,0,0,0,0,0,3,0,2,0,0,0,14,10,0,FALSE
C:\User\siva\Projects\supertokens-core\src\main\java\io\supertokens\webserver\api\multitenancy\BaseCreateOrUpdate.java,io.supertokens.webserver.api.multitenancy.BaseCreateOrUpdate,"applyTenantUpdates_5_0/2[io.supertokens.webserver.api.multitenancy.TenantConfig,io.supertokens.webserver.api.multitenancy.JsonObject]",FALSE,375,10,5,1,4,193,34,343,1,23,2,34,0,0,8,42,0,8,153,10,42,19,5,0,0,0,72,10,0,FALSE
